ENSGACG00000016217,RNF4 
ENSGACG00000003346,inpp5f
ENSGACG00000003360,bag3
ENSGACG00000003365,tial1
ENSGACG00000003378,pkd2l1
ENSGACG00000003390,atoh7
ENSGACG00000003393,MYPN
ENSGACG00000003406,CACUL1
ENSGACG00000003415,dnajc12
ENSGACG00000003418,si:ch211-1n9.6
ENSGACG00000003423,ALDH18A1 (1 of 2)
ENSGACG00000003439,ate1
ENSGACG00000003443,fgfr2
ENSGACG00000003447,wdr11
ENSGACG00000003465,ppapdc1a
ENSGACG00000003475,cdh23
ENSGACG00000003502,C10orf54
ENSGACG00000003516,eif3s6ip
ENSGACG00000003595,SMOC2
ENSGACG00000003607,dact2
ENSGACG00000003611,lrrfip2
ENSGACG00000003638,mlh1
ENSGACG00000003677,HERC4
ENSGACG00000003705,HABP2 (1 of 2)
ENSGACG00000003725,ablim1a
ENSGACG00000003758,fam160b1
ENSGACG00000003778,SRF (1 of 2)
ENSGACG00000003785,fbxw4
ENSGACG00000003803,fgf8a
ENSGACG00000003828,slc2a15a
ENSGACG00000003860,tlx1
ENSGACG00000003861,C6orf57
ENSGACG00000003862,cep68
ENSGACG00000003864,RAB1A
ENSGACG00000003897,hells
ENSGACG00000003915,calhm3
ENSGACG00000003917,calhm2
ENSGACG00000003922,ncapd3
ENSGACG00000003944,mxtx1
ENSGACG00000003951,TMEM254
ENSGACG00000003958,sertad2b
ENSGACG00000003961,slc1a4
ENSGACG00000003966,smap1 (1 of 2)
ENSGACG00000003974,b3gat2
ENSGACG00000003979,ogfrl1
ENSGACG00000003982,asrgl1
ENSGACG00000004016,rims1a
ENSGACG00000004033,ptk7b
ENSGACG00000004041,si:ch211-114n24.6
ENSGACG00000004049,si:ch73-199e17.1
ENSGACG00000004053,tuba8l4 (1 of 2)
ENSGACG00000004080,klc4
ENSGACG00000004104,MRPL2
ENSGACG00000004132,NPAS4
ENSGACG00000004137,klhdc3
ENSGACG00000004149,ntpcr
ENSGACG00000004154,SIPA1L2
ENSGACG00000004165,disc1
ENSGACG00000004171,tsnax
ENSGACG00000004174,EGLN1
ENSGACG00000004188,GPR137B (2 of 3)
ENSGACG00000004210,nid1a
ENSGACG00000004223,LYST
ENSGACG00000004254,GNG4
ENSGACG00000004273,b3galnt2
ENSGACG00000004285,ggps1
ENSGACG00000004298,tomm20a
ENSGACG00000022853,SNORA14
ENSGACG00000022832,SNORA14
ENSGACG00000004340,irf2bp2a
ENSGACG00000004345,pkr1
ENSGACG00000004355,pkz (2 of 2)
ENSGACG00000004367,gpatch11
ENSGACG00000004370,HEATR5B
ENSGACG00000004399,STRN (1 of 2)
ENSGACG00000004414,ch1073-291c23.1
ENSGACG00000004443,spast
ENSGACG00000004455,memo1
ENSGACG00000004481,mkks
ENSGACG00000004493,jag1b
ENSGACG00000004507,btbd3b
ENSGACG00000004513,sptlc3
ENSGACG00000004530,ism1
ENSGACG00000004532,tasp1
ENSGACG00000004566,MACROD2
ENSGACG00000004572,flrt3
ENSGACG00000004576,MAD2L1BP
ENSGACG00000004582,ephx1l
ENSGACG00000004659,mgme1
ENSGACG00000022392,5S_rRNA
ENSGACG00000021737,5S_rRNA
ENSGACG00000004673,snx5
ENSGACG00000004737,rrbp1a
ENSGACG00000004833,capn1a
ENSGACG00000004984,mrpl14
ENSGACG00000004988,tmem63ba
ENSGACG00000005042,nsmce4a
ENSGACG00000005068,TACC2
ENSGACG00000005079,unc5b
ENSGACG00000005094,slc29a3
ENSGACG00000005108,psap
ENSGACG00000005150,nolc1
ENSGACG00000005152,micu1
ENSGACG00000005196,mcu
ENSGACG00000005200,OIT3
ENSGACG00000005211,pla2g12b
ENSGACG00000005227,pde10a
ENSGACG00000005258,ntlb
ENSGACG00000005268,sft2d1
ENSGACG00000005304,mertk
ENSGACG00000005326,TMEM87B
ENSGACG00000005336,FBLN7
ENSGACG00000005343,ZC3H8
ENSGACG00000005354,ITGA9
ENSGACG00000005370,golga4
ENSGACG00000005387,KCNK12
ENSGACG00000005392,msh6
ENSGACG00000005432,fbxo11a
ENSGACG00000005486,foxn2b
ENSGACG00000005491,ppp1r21
ENSGACG00000005527,gtf2a1l
ENSGACG00000005554,lhcgr
ENSGACG00000005573,NRXN1 (2 of 2)
ENSGACG00000005596,erlec1
ENSGACG00000005682,gpr75
ENSGACG00000005686,psme4a
ENSGACG00000005759,wdr27
ENSGACG00000005771,thbs2a
ENSGACG00000005781,agpat4
ENSGACG00000005813,map3k4
ENSGACG00000005832,kcnk1b
ENSGACG00000005849,slc35f3b
ENSGACG00000005865,TARBP1
ENSGACG00000005885,FRMD1 (1 of 2)
ENSGACG00000005893,fam135a
ENSGACG00000005921,col9a1
ENSGACG00000005946,col19a1
ENSGACG00000005964,lmbrd1
ENSGACG00000006014,bai3
ENSGACG00000006039,si:ch211-69e5.1
ENSGACG00000006061,EYS
ENSGACG00000006067,phf3
ENSGACG00000006071,si:dkey-103j14.5
ENSGACG00000006097,khdrbs2
ENSGACG00000006105,PRIM2
ENSGACG00000006151,rab23
ENSGACG00000006169,bag2
ENSGACG00000006190,znf451
ENSGACG00000006193,DST
ENSGACG00000006250,COL21A1
ENSGACG00000006266,bmp5
ENSGACG00000006272,hmgcll1
ENSGACG00000006299,GFRAL
ENSGACG00000006310,hcrtr2
ENSGACG00000006327,lrrc1
ENSGACG00000006367,klhl31
ENSGACG00000006384,gclc
ENSGACG00000006416,elovl5
ENSGACG00000006449,fbxo9
ENSGACG00000006468,ICK
ENSGACG00000021894,7SK
ENSGACG00000006489,zgc:173961
ENSGACG00000006522,TMEM14A
ENSGACG00000006526,agpat5
ENSGACG00000006537,mcph1
ENSGACG00000006549,angpt2a
ENSGACG00000006568,DUPD1 (2 of 2)
ENSGACG00000006579,adka
ENSGACG00000006647,ap3m1
ENSGACG00000006671,VCL (2 of 2)
ENSGACG00000006694,plaua
ENSGACG00000006698,chuk (2 of 2)
ENSGACG00000006721,erlin1
ENSGACG00000006746,SPEF1
ENSGACG00000006750,adam8a
ENSGACG00000006775,si:ch211-217g15.3
ENSGACG00000006777,fuom
ENSGACG00000006785,echs1
ENSGACG00000006834,gtpbpl
ENSGACG00000006850,PAOX
ENSGACG00000006893,rassf4
ENSGACG00000006918,tmem72
ENSGACG00000006921,cxcl12a
ENSGACG00000006938,ercc6
ENSGACG00000006956,drgx
ENSGACG00000006962,vstm4a
ENSGACG00000006972,wdfy4
ENSGACG00000007028,lrrc18a
ENSGACG00000007030,si:ch211-223a10.1
ENSGACG00000007032,arhgap22
ENSGACG00000007039,mapk8a
ENSGACG00000007110,ptpn20 (1 of 2)
ENSGACG00000007126,ptpn20 (2 of 2)
ENSGACG00000007139,gdf10b
ENSGACG00000007142,prdm8
ENSGACG00000007150,antxr1d
ENSGACG00000007175,rrp12
ENSGACG00000007189,UBTD1 (2 of 2)
ENSGACG00000007213,zdhhc16a
ENSGACG00000007255,METTL18
ENSGACG00000007257,SUFU
ENSGACG00000007285,trim8b (2 of 2)
ENSGACG00000007294,npm2b
ENSGACG00000007296,mgea5
ENSGACG00000007308,pprc1
ENSGACG00000022652,SNORA50
ENSGACG00000007317,ldb1a
ENSGACG00000007331,prom2
ENSGACG00000007363,HPS6
ENSGACG00000007366,KCNIP2 (1 of 2)
ENSGACG00000007381,cox15
ENSGACG00000007400,cutc
ENSGACG00000007419,abcc2
ENSGACG00000007441,slit1b
ENSGACG00000007469,wu:fc17b08
ENSGACG00000007479,morn4
ENSGACG00000007489,st3gal5l
ENSGACG00000007506,hps1
ENSGACG00000007523,hpse2
ENSGACG00000007529,cnnm1
ENSGACG00000007534,got1
ENSGACG00000007568,nkx2.3
ENSGACG00000007573,nkx3.3
ENSGACG00000007574,slc25a28
ENSGACG00000007586,pyroxd2
ENSGACG00000007620,zgc:123010
ENSGACG00000007635,loxl4
ENSGACG00000007647,crtac1b
ENSGACG00000007656,golga7bb
ENSGACG00000007665,sfrp5
ENSGACG00000007680,zgc:171482
ENSGACG00000007685,si:ch211-197k17.3
ENSGACG00000007690,marveld1
ENSGACG00000007692,pgam1b
ENSGACG00000007703,fam178a
ENSGACG00000007709,fam21c
ENSGACG00000007740,zfand4
ENSGACG00000007749,8-Mar
ENSGACG00000007762,alox5b.2
ENSGACG00000007784,slc25a16
ENSGACG00000007793,tet1
ENSGACG00000007799,eif4e1c
ENSGACG00000007857,zgc:110319
ENSGACG00000007905,ccar1
ENSGACG00000007917,stox1
ENSGACG00000007922,si:ch211-198a12.6
ENSGACG00000007924,ftr14l (1 of 2)
ENSGACG00000007957,mat1a
ENSGACG00000008002,fam213aa
ENSGACG00000008020,sfxn3
ENSGACG00000008031,lzts2a
ENSGACG00000008034,sema4ga
ENSGACG00000008040,tp53bp2
ENSGACG00000008050,XPO5
ENSGACG00000008091,EFEMP1
ENSGACG00000008095,MARK1 (1 of 2)
ENSGACG00000008101,lgi1a
ENSGACG00000008124,MYOF (1 of 2)
ENSGACG00000008164,PARG (2 of 2)
ENSGACG00000008169,OGDHL
ENSGACG00000008241,chat
ENSGACG00000008287,slc18a3a
ENSGACG00000008292,rgra
ENSGACG00000008331,lrit1a
ENSGACG00000008338,lrit2
ENSGACG00000008348,cdhr1a
ENSGACG00000008386,chst3a
ENSGACG00000008391,pax2a
ENSGACG00000008425,cuedc2
ENSGACG00000008460,hif1an
ENSGACG00000008478,wnt8b
ENSGACG00000008487,scdb
ENSGACG00000008524,trmt2b
ENSGACG00000008528,dnajb12a
ENSGACG00000008596,DDIT4 (2 of 2)
ENSGACG00000008600,spock2
ENSGACG00000008609,tysnd1
ENSGACG00000008616,sar1ab
ENSGACG00000008644,ppa1b
ENSGACG00000008729,eif4ebp2
ENSGACG00000008736,rps24
ENSGACG00000008751,zmiz1a
ENSGACG00000008764,ppifa
ENSGACG00000008791,zcchc24 (2 of 2)
ENSGACG00000008811,dlg5a
ENSGACG00000008829,kcnma1a
ENSGACG00000008890,znf503
ENSGACG00000008912,comtd1
ENSGACG00000008932,vdac2
ENSGACG00000008985,si:ch1073-59l16.1
ENSGACG00000008990,polh
ENSGACG00000009007,GTPBP2 (1 of 2)
ENSGACG00000009024,OTOR
ENSGACG00000009043,pcsk2
ENSGACG00000009101,BFSP1
ENSGACG00000009115,plek
ENSGACG00000009135,pcdh15a
ENSGACG00000009143,dkk1a
ENSGACG00000009151,prkg1a
ENSGACG00000009168,SGMS1
ENSGACG00000009178,minpp1a
ENSGACG00000009195,papss2a
ENSGACG00000009236,ptena
ENSGACG00000009284,itprip
ENSGACG00000009287,gsto1
ENSGACG00000009307,wdr96 (1 of 2)
ENSGACG00000009318,wdr96 (2 of 2)
ENSGACG00000009340,col17a1b
ENSGACG00000009370,SLK (1 of 2)
ENSGACG00000009390,SORCS3 (1 of 2)
ENSGACG00000009419,SORCS1 (1 of 2)
ENSGACG00000009438,add3b
ENSGACG00000009461,mxi1
ENSGACG00000009468,smndc1
ENSGACG00000009518,ADRA2A (1 of 2)
ENSGACG00000009527,bnip3
ENSGACG00000009543,ppp2r2d
ENSGACG00000009548,ebf3
ENSGACG00000009577,mgmt
ENSGACG00000009582,gnrh3
ENSGACG00000009597,ptpreb
ENSGACG00000009611,fam196ab
ENSGACG00000009613,C10orf90
ENSGACG00000009617,adam12
ENSGACG00000009631,EDRF1
ENSGACG00000009651,ctbp2a
ENSGACG00000009658,zranb1b
ENSGACG00000009665,fam175b
ENSGACG00000009677,mettl10
ENSGACG00000009695,FAM53B (2 of 2)
ENSGACG00000009698,nkx1.2la
ENSGACG00000009700,CHST15 (2 of 2)
ENSGACG00000009708,GPR26 (2 of 2)
ENSGACG00000009712,hmx2
ENSGACG00000009716,HMX3 (2 of 2)
ENSGACG00000009720,ikzf5
ENSGACG00000009734,CUZD1
ENSGACG00000009742,agt
ENSGACG00000009756,cog2
ENSGACG00000009797,pgbd5
ENSGACG00000009800,pibf1
ENSGACG00000009812,dis3
ENSGACG00000009876,bora
ENSGACG00000009886,MZT1
ENSGACG00000009894,dachc
ENSGACG00000009901,UBAC2
ENSGACG00000009908,ank3a
ENSGACG00000009958,ccdc6a
ENSGACG00000009969,slc16a9a
ENSGACG00000010005,FAM13C
ENSGACG00000010033,PHYHIPL (1 of 2)
ENSGACG00000010043,bicc1a
ENSGACG00000010086,rgs7
ENSGACG00000010108,GREM2
ENSGACG00000010110,fmn2a
ENSGACG00000010124,chrm3a
ENSGACG00000010126,ryr2b
ENSGACG00000010178,actn2
ENSGACG00000010233,p4ha1b
ENSGACG00000010243,styxl1
ENSGACG00000010247,si:ch211-248a14.8
ENSGACG00000010249,ecd
ENSGACG00000010255,fam149b1
ENSGACG00000010267,dnajc9
ENSGACG00000010286,si:ch73-34j14.3
ENSGACG00000010290,ccser2
ENSGACG00000010300,grid1a
ENSGACG00000010307,wapala
ENSGACG00000010338,htra1a
ENSGACG00000010343,plekha1
ENSGACG00000010350,phactr2
ENSGACG00000010363,sf3b5
ENSGACG00000010365,oprm1
ENSGACG00000010373,rgs17
ENSGACG00000010377,pcnxl2
ENSGACG00000010392,si:ch211-120p12.3
ENSGACG00000010404,crfb9
ENSGACG00000010411,si:ch73-52p7.1
ENSGACG00000010412,OLIG3
ENSGACG00000010424,atl2
ENSGACG00000010439,slc29a1a
ENSGACG00000010492,adss
ENSGACG00000010518,zbtb18
ENSGACG00000010522,AKT3 (1 of 2)
ENSGACG00000010549,sdccag8
ENSGACG00000010558,tnfaip3
ENSGACG00000010566,perp
ENSGACG00000010587,TMEM26
ENSGACG00000010603,ARID5B
ENSGACG00000010606,rtkn2a
ENSGACG00000010618,cep170a
ENSGACG00000010631,hint1
ENSGACG00000010635,LYRM7
ENSGACG00000010638,dync2li1
ENSGACG00000010653,abcg5
ENSGACG00000010667,abcg8
ENSGACG00000010679,lrpprc
ENSGACG00000010715,znhit2
ENSGACG00000010723,ppm1ba (2 of 2)
ENSGACG00000010738,slc3a1
ENSGACG00000010764,prepl
ENSGACG00000010786,camkmt
ENSGACG00000010790,six2a
ENSGACG00000010794,srbd1
ENSGACG00000010801,cd74b
ENSGACG00000010808,PLD5 (1 of 2)
ENSGACG00000010814,ccdc104
ENSGACG00000010826,SMEK2
ENSGACG00000010840,PNPT1
ENSGACG00000010868,CCDC88A (1 of 2)
ENSGACG00000010879,camk2g1
ENSGACG00000010901,SYNPO2L (2 of 2)
ENSGACG00000010907,MYOZ1 (2 of 2)
ENSGACG00000010922,hhat
ENSGACG00000010928,kcnh1a
ENSGACG00000010947,mrp63
ENSGACG00000010952,cyp3c1
ENSGACG00000010981,usp54a
ENSGACG00000010997,HTR7
ENSGACG00000011003,kif20ba (2 of 2)
ENSGACG00000011020,ankrd1a
ENSGACG00000011051,pcgf5a
ENSGACG00000011058,hectd2
ENSGACG00000011066,ppp1r3ca
ENSGACG00000011071,FGFBP3
ENSGACG00000011080,cyp26c1
ENSGACG00000011092,tbc1d12a
ENSGACG00000011099,SLC22A15
ENSGACG00000011110,kif11
ENSGACG00000011142,egr2a
ENSGACG00000011146,adob
ENSGACG00000011151,ZNF365
ENSGACG00000011156,sult6b1
ENSGACG00000011191,slc30a6
ENSGACG00000011198,foxg1b
ENSGACG00000011202,ACYP2
ENSGACG00000011225,SPTBN1 (1 of 2)
ENSGACG00000011288,itsn1
ENSGACG00000011307,cryzl1
ENSGACG00000011319,setd4
ENSGACG00000011333,cbr1
ENSGACG00000011392,si:ch1073-126c3.2
ENSGACG00000011398,gfra1a
ENSGACG00000011400,atrnl1a
ENSGACG00000011409,prkcea
ENSGACG00000011414,epas1a
ENSGACG00000011422,SLC22A7 (1 of 2)
ENSGACG00000011471,COX20
ENSGACG00000011475,lhb
ENSGACG00000011512,si:ch211-71k24.5
ENSGACG00000011528,opn4b
ENSGACG00000011532,ldb3a
ENSGACG00000011543,bmpr1aa
ENSGACG00000011558,rps27a
ENSGACG00000011571,CLHC1
ENSGACG00000011574,rtn4a
ENSGACG00000011586,EML6 (1 of 2)
ENSGACG00000011614,pdxkb
ENSGACG00000011619,plekha3
ENSGACG00000011623,ppp1r1c
ENSGACG00000011628,nckap1
ENSGACG00000011638,dusp19b
ENSGACG00000011648,zc3h15
ENSGACG00000011659,rbm45
ENSGACG00000011687,cycsb (2 of 2)
ENSGACG00000011699,cx41.8
ENSGACG00000011701,FSTL1 (2 of 2)
ENSGACG00000011721,RUNX3 (2 of 2)
ENSGACG00000011726,supt3h
ENSGACG00000011733,cdc5l
ENSGACG00000011818,napba
ENSGACG00000011822,PLCB1 (1 of 2)
ENSGACG00000011832,crls1
ENSGACG00000011835,mcm8
ENSGACG00000011843,cdh11
ENSGACG00000011894,CHRNA1 (2 of 2)
ENSGACG00000011901,lnpb
ENSGACG00000011909,mtx2
ENSGACG00000011926,cdh5
ENSGACG00000011928,BEAN1
ENSGACG00000011933,tmem41ab
ENSGACG00000011939,gpr155b
ENSGACG00000011946,wipf1
ENSGACG00000011953,fam96b
ENSGACG00000011956,si:ch211-122m3.1 (2 of 4)
ENSGACG00000011971,b3gnt2b
ENSGACG00000011978,ehbp1
ENSGACG00000011981,c1d
ENSGACG00000012047,pno1
ENSGACG00000012052,cnrip1b
ENSGACG00000012068,kcnq5a
ENSGACG00000012072,ddx43
ENSGACG00000012086,slc17a5
ENSGACG00000012095,ARHGEF33
ENSGACG00000012107,map4k3b
ENSGACG00000012138,vsx1
ENSGACG00000012144,entpd6
ENSGACG00000012160,abhd12
ENSGACG00000012166,gins1
ENSGACG00000012168,ninl
ENSGACG00000012217,ZNF318
ENSGACG00000012222,ppp2r5d
ENSGACG00000012242,mea1
ENSGACG00000012246,LRRC73
ENSGACG00000012250,dlk2
ENSGACG00000012257,tjap1
ENSGACG00000012262,dnph1
ENSGACG00000012266,yipf3
ENSGACG00000012317,ncoa4
ENSGACG00000012325,prph2b
ENSGACG00000012336,ubr2
ENSGACG00000012371,park2
ENSGACG00000012392,tspan14
ENSGACG00000012405,EML4
ENSGACG00000012369,tmbim1
ENSGACG00000012375,si:ch73-71c20.5
ENSGACG00000012377,mcm6
ENSGACG00000012386,CXCR4 (2 of 2)
ENSGACG00000012390,ugt1b5
ENSGACG00000012447,ndufb3
ENSGACG00000012451,pecr
ENSGACG00000012484,RPL37A
ENSGACG00000012486,C21orf2
ENSGACG00000012499,ORC2
ENSGACG00000012508,zgc:162816
ENSGACG00000012518,col6a2 (2 of 2)
ENSGACG00000012576,col6a1
ENSGACG00000012613,SCN11A
ENSGACG00000012625,wdr48
ENSGACG00000012659,gorasp1
ENSGACG00000012661,csrnp1a
ENSGACG00000012663,xirp1
ENSGACG00000012667,si:dkey-24c2.6
ENSGACG00000012674,oxsr1a
ENSGACG00000012708,plcd1b
ENSGACG00000012774,ctdsplb
ENSGACG00000012795,hhatla
ENSGACG00000012831,klhl40a
ENSGACG00000012836,vipr1a
ENSGACG00000012842,casp8
ENSGACG00000012847,CATIP
ENSGACG00000012849,zgc:194469
ENSGACG00000012863,CXorf38
ENSGACG00000012867,PCDH8 (2 of 2)
ENSGACG00000012878,LECT1
ENSGACG00000012882,sgut1
ENSGACG00000012901,ednrb1a
ENSGACG00000012919,SLC25A30
ENSGACG00000012944,gad1b
ENSGACG00000012972,gorasp2
ENSGACG00000012991,ripk1l
ENSGACG00000012999,MEP1B (2 of 2)
ENSGACG00000013009,PHLPP1
ENSGACG00000013017,PHACTR1 (2 of 2)
ENSGACG00000013024,SIRT5 (2 of 2)
ENSGACG00000013069,adcy1b
ENSGACG00000013082,igfbp1b
ENSGACG00000013090,igfbp3 (2 of 2)
ENSGACG00000013093,TNS3 (2 of 2)
ENSGACG00000013099,dspa
ENSGACG00000013105,SLC22A23 (2 of 2)
ENSGACG00000013114,TUBB2A
ENSGACG00000013161,dsg2l
ENSGACG00000013163,dsc2l
ENSGACG00000013168,CDH2 (2 of 2)
ENSGACG00000013183,aqp4
ENSGACG00000013193,KCTD1 (2 of 2)
ENSGACG00000013222,psma8
ENSGACG00000013236,ss18
ENSGACG00000013251,ZNF521
ENSGACG00000013253,HRH4 (1 of 2)
ENSGACG00000013256,OSBPL1A (2 of 2)
ENSGACG00000013290,TTC39C (2 of 2)
ENSGACG00000013300,LAMA3
ENSGACG00000013317,vps4b
ENSGACG00000013347,kdsr
ENSGACG00000013368,bcl2
ENSGACG00000013369,prkag2b
ENSGACG00000013375,kmt2cb
ENSGACG00000013392,dpp6b
ENSGACG00000013399,arhgap21b
ENSGACG00000013405,prtfdc1
ENSGACG00000013411,PBX1 (2 of 2)
ENSGACG00000013446,gigfy2
ENSGACG00000013459,gpr55a
ENSGACG00000013468,itm2cb
ENSGACG00000013481,hes6
ENSGACG00000013485,per2
ENSGACG00000013492,zgc:153039 (2 of 2)
ENSGACG00000013510,zp2l1
ENSGACG00000013518,clcn2
ENSGACG00000013523,fam131a
ENSGACG00000013527,EIF4G1 (2 of 2)
ENSGACG00000013533,tfa
ENSGACG00000013594,ubxn7
ENSGACG00000013603,ppp1r7
ENSGACG00000013621,si:dkeyp-13a3.10
ENSGACG00000013626,cdc20
ENSGACG00000013638,elovl1a
ENSGACG00000013662,bokb
ENSGACG00000013666,agxtb
ENSGACG00000013706,thap4
ENSGACG00000013708,kif1ab
ENSGACG00000013721,rab6bb
ENSGACG00000013732,amotl2b
ENSGACG00000013743,tnr
ENSGACG00000013750,tnw
ENSGACG00000013755,mrps14
ENSGACG00000013758,cacybp
ENSGACG00000013777,plk3
ENSGACG00000013800,eif2b3
ENSGACG00000013809,ptch2
ENSGACG00000013814,kif2c
ENSGACG00000013822,selt1a
ENSGACG00000013832,SCHIP1
ENSGACG00000013837,zp3b
ENSGACG00000013840,arl14
ENSGACG00000013841,ppm1la
ENSGACG00000013842,otol1a
ENSGACG00000013846,tal1
ENSGACG00000013849,si:ch211-13f8.1
ENSGACG00000013855,RC3H1
ENSGACG00000013861,zgc:110366
ENSGACG00000013881,extl2
ENSGACG00000013888,parla
ENSGACG00000013900,fgf12a
ENSGACG00000013912,COL4A3 (2 of 2)
ENSGACG00000013929,COL4A4 (2 of 2)
ENSGACG00000013940,NYAP2 (2 of 2)
ENSGACG00000013944,gpc1b
ENSGACG00000013951,EPHB1
ENSGACG00000014008,wu:fb63a08
ENSGACG00000014017,pax3b
ENSGACG00000014028,acsl3b
ENSGACG00000014032,scg2b
ENSGACG00000014035,ap1s3b
ENSGACG00000014043,si:ch211-165b10.3
ENSGACG00000014049,CUL3 (2 of 2)
ENSGACG00000014060,C14orf119
ENSGACG00000014063,ACIN1 (1 of 2)
ENSGACG00000014069,mmp14b
ENSGACG00000014076,trim110
ENSGACG00000014086,cbln12
ENSGACG00000014096,chd8
ENSGACG00000014107,tox4
ENSGACG00000014122,casq1a
ENSGACG00000014136,eif2b5
ENSGACG00000014168,dhrs1
ENSGACG00000014188,homez
ENSGACG00000014189,si:ch211-14a17.6
ENSGACG00000014200,nedd8
ENSGACG00000014207,ap1g2
ENSGACG00000014212,prmt5
ENSGACG00000014243,psmb5
ENSGACG00000014245,CDH24
ENSGACG00000014253,LRRC16B (1 of 2)
ENSGACG00000014265,rem2
ENSGACG00000014270,NOP9
ENSGACG00000014290,brinp2
ENSGACG00000014303,astn1
ENSGACG00000014317,pappa2
ENSGACG00000014326,rfwd2
ENSGACG00000014328,xrn1
ENSGACG00000014339,toe1
ENSGACG00000014348,sepp1b
ENSGACG00000014352,zgc:153394
ENSGACG00000014354,fabp6
ENSGACG00000014366,zswim5
ENSGACG00000014377,urod
ENSGACG00000014381,lyn
ENSGACG00000014401,ctnnd2b
ENSGACG00000014413,ttpa
ENSGACG00000014418,wdr78
ENSGACG00000014423,cnpy1
ENSGACG00000014426,eng2b
ENSGACG00000014427,paxip1
ENSGACG00000014434,si:ch211-119o8.4
ENSGACG00000014435,tgm1l1
ENSGACG00000014448,abhd4
ENSGACG00000014453,dad1
ENSGACG00000014455,pigr
ENSGACG00000014460,lrrc24
ENSGACG00000014462,slc6a9
ENSGACG00000014465,klf4b
ENSGACG00000014470,rnf220a
ENSGACG00000014476,tmem53
ENSGACG00000014478,col15a1b
ENSGACG00000014494,slc12a7a
ENSGACG00000014501,crispld1b
ENSGACG00000014515,neto1
ENSGACG00000014519,fam173b
ENSGACG00000014521,MARCH6 (2 of 2)
ENSGACG00000014533,ankrd33bb
ENSGACG00000014536,XPR1 (2 of 2)
ENSGACG00000014554,cdc14aa
ENSGACG00000014560,cyp7a1a
ENSGACG00000014566,blvra
ENSGACG00000014577,rpl37
ENSGACG00000014579,ccr12.3
ENSGACG00000014581,cntnap2b
ENSGACG00000014583,tmem70
ENSGACG00000014585,si:dkey-29d8.3
ENSGACG00000014586,C5orf22
ENSGACG00000014602,rnf2
ENSGACG00000014610,si:ch211-267e7.3
ENSGACG00000014614,agla
ENSGACG00000014621,si:ch211-153l6.6
ENSGACG00000014630,tyw3
ENSGACG00000014637,kcnh2a
ENSGACG00000014650,ACOT11 (2 of 2)
ENSGACG00000014661,mrpl37
ENSGACG00000014664,csnk1g2a
ENSGACG00000014668,mfsd12a
ENSGACG00000014670,depdc5
ENSGACG00000014678,rab36
ENSGACG00000014695,pdcb (2 of 2)
ENSGACG00000014703,kifap3b
ENSGACG00000014711,fam129ab
ENSGACG00000014715,zgc:123035
ENSGACG00000014718,tmem68
ENSGACG00000014724,tgs1
ENSGACG00000014728,jph1b
ENSGACG00000014732,penka
ENSGACG00000014733,sdr16c5a
ENSGACG00000014747,slc44a5a
ENSGACG00000014753,atg10
ENSGACG00000014755,fam110b
ENSGACG00000014756,f3b
ENSGACG00000014760,ptf1a
ENSGACG00000014766,dlgap1a
ENSGACG00000014774,cahz
ENSGACG00000014803,zgc:163121
ENSGACG00000021673,U5
ENSGACG00000021792,U5
ENSGACG00000014816,exoc3
ENSGACG00000014839,kcnb2
ENSGACG00000014845,olfml2bb
ENSGACG00000014849,dusp12
ENSGACG00000014855,prg4a
ENSGACG00000014857,tpra (1 of 2)
ENSGACG00000014860,tpra (2 of 2)
ENSGACG00000014870,C1orf27
ENSGACG00000014875,dpydb
ENSGACG00000014892,ptbp2b
ENSGACG00000014897,chd7
ENSGACG00000014905,rab2a
ENSGACG00000014911,ca8
ENSGACG00000014919,cryz
ENSGACG00000014921,dars2
ENSGACG00000014929,impad1
ENSGACG00000014942,ankrd45
ENSGACG00000014944,trnau1apb
ENSGACG00000014947,fitm1
ENSGACG00000014948,vmhcl
ENSGACG00000014960,vmhc
ENSGACG00000014972,klhl20
ENSGACG00000021945,U6
ENSGACG00000021062,U6
ENSGACG00000021878,U6
ENSGACG00000021097,U6
ENSGACG00000021099,U6
